affiliation,category,instructors,nanodegree,skill_level,skills,summary,title,url
,,,Self-Driving Car Engineer,advanced,,"This course is a part of the Self-Driving Car Engineer Nanodegree Program., Use OpenCV to extract information from images. Start with basic camera physics and work your way up to sophisticated machine learning tools like support vector machines, all with the goal of learning how to understand the world around us from camera images.",Self-Driving Car Engineer - Computer Vision,https://www.udacity.com/course/sdc-computer-vision--cx32
Collaboration WithMercedes,,,Self-Driving Car Engineer,advanced,,"This course is a part of the Self-Driving Car Engineer Nanodegree Program., Vehicles use many different sensors to understand the environment. Sensor fusion uses different types of Kalman filters - mathematical algorithms - to combine data from these sensors and develop a consistent understanding of the world.",Self-Driving Car Engineer - Sensor Fusion,https://www.udacity.com/course/sdc-sensor-fusion--cx33
Collaboration WithUber ATG,,,Self-Driving Car Engineer,advanced,,"This course is a part of the Self-Driving Car Engineer Nanodegree Program., Following a reference trajectory is a requirement for self-driving cars. The world is complex, however, so you will practice building several different types of controllers for sending control inputs to the vehicle.",Self-Driving Car Engineer - Control,https://www.udacity.com/course/sdc-control--cx35
Collaboration WithMercedes,,,Self-Driving Car Engineer,advanced,,"This course is a part of the Self-Driving Car Engineer Nanodegree Program., Path planning is the brains of a self-driving car. It’s how a vehicle decides how to get where it’s going, both at the macro and micro levels. You’ll learn about three core components of path planning: environmental prediction, behavioral planning, and trajectory generation.
Best of all, this module is taught by our partners at Mercedes-Benz Research & Development North America. Their participation ensures that the module focuses specifically on material job candidates in this field need to know.",Self-Driving Car Engineer - Path Planning,https://www.udacity.com/course/sdc-path-planning--cx36
Collaboration WithNvidia,,,Self-Driving Car Engineer,advanced,,"This course is a part of the Self-Driving Car Engineer Nanodegree Program., Udacity has partnered with the NVIDIA Deep Learning Institute to build an advanced course on deep learning.
This module covers semantic segmentation, and inference optimization. Both of these topics are active areas of deep learning research.
Semantic segmentation identifies free space on the road at pixel-level granularity, which improves decision-making ability. Inference optimizations accelerate the speed at which neural networks can run, which is crucial for computational-intense models like the semantic segmentation networks you’ll study in this module.",Self-Driving Car Engineer - Advanced Deep Learning,https://www.udacity.com/course/sdc-advanced-deep-learning--cx37
Collaboration WithElektrobit,,,Self-Driving Car Engineer,advanced,,"This course is a part of the Self-Driving Car Engineer Nanodegree Program., Together with Elektrobit, we’ve built a fun and comprehensive Functional Safety Module.
You’ll learn functional safety frameworks to ensure that vehicle is safe, both at the system and component levels.",Self-Driving Car Engineer - Functional Safety,https://www.udacity.com/course/sdc-functional-safety--cx38
,,,Self-Driving Car Engineer,advanced,,"This course is a part of the Self-Driving Car Engineer Nanodegree Program., System integration is the final module of the Nanodegree program, and it’s the month where you actually get to put your code on the Udacity Self-Driving Car!
You’ll learn about the software stack that runs on “Carla,” our self-driving vehicle. Over the course of the final month of the program, you will work in teams to integrate software components, and get the car to drive itself around the Udacity test track.",Self-Driving Car Engineer - System Integration,https://www.udacity.com/course/sdc-system-integration--cx39
,,,React,intermediate,,"This course is a part of the React Nanodegree Program., Mastering React begins with learning the fundamentals. This can pose a bit of a challenge, because while the modularity of the React ecosystem makes it really powerful for building applications, there is a great deal to learn. We’ll break everything down and enable you to learn the parts of the React ecosystem that are necessary to build production-ready apps.",React Fundamentals,https://www.udacity.com/course/react-fundamentals--cx43
,,,React,advanced,,"This course is a part of the React Nanodegree Program., Redux excels at global application state management. In this course, you'll learn how Redux and React work together to make your application's state bulletproof.",React & Redux,https://www.udacity.com/course/react-redux--cx44
,,,React,advanced,,"This course is a part of the React Nanodegree Program., After learning React, you can leverage the same principles to not only build dynamic user interfaces for the web, but also for native platforms such as iOS and Android.",React Native,https://www.udacity.com/course/react-native--cx45
,School of Development,['Cameron Pittman'],Front-End Web Developer,intermediate,"['jQuery, ', 'DOM Structure, ', 'Reading jQuery documentation, ', 'Modify HTML attributes and content']","jQuery is the most popular JavaScript library today, in use by over 60% of the top 100,000 most visited websites. This course will teach you how to use jQuery’s core features - DOM element selections, traversal and manipulation., You'll also learn how to read and make sense of jQuery's documentation, making it easy for you to go beyond the methods taught in this class and take advantage of jQuery's full array of features!, This course is also a part of our Front-End Web Developer Nanodegree.",Intro to jQuery,https://www.udacity.com/course/intro-to-jquery--ud245
Collaboration WithSan Jose State University,School of Development,"['Susan Snycerski', 'Greg Feist', 'Lauren Castellano']",Data Analyst,beginner,"['Pyschology, ', 'Research Methods, ', 'Biology']",Introduction to Psychology is a journey through all of the major psychological concepts and principles. The knowledge gained from this course will allow students to critically evaluate psychological research and have a more in-depth understanding of human thought and behavior.,Intro to Psychology,https://www.udacity.com/course/intro-to-psychology--ps001
,School of Development,['Peter Norvig'],Flying Cars & Autonomous Flight,advanced,"['Computer Program Design, ', 'Python, ', 'Design Process']","Understanding how to approach programming problems and devise a solution is an essential skill for any Python developer. In this course, you’ll learn new concepts, patterns, and methods that will expand your coding abilities from programming expert, Peter Norvig.",Design of Computer Programs,https://www.udacity.com/course/design-of-computer-programs--cs212
Collaboration WithGoogle,School of Development,"['Alice Boxhall', 'Rob Dodson', 'Michael Wales']",Front-End Web Developer,advanced,"['Accessibility, ', 'Screen Readers, ', 'Focus, ', 'Semantics, ', 'ARIA']","In this course you’ll get hands-on experience making web applications accessible. You’ll understand when and why users need accessibility. Then you’ll dive into the “how”: making a page work properly with screen readers, and managing input focus (e.g. the highlight you see when tabbing through a form.) You’ll understand what “semantics” and “semantic markup” mean for web pages and add ARIA markup to enable navigating the interface with a range of assistive devices. Finally, you’ll learn styling techniques that help users with partial vision navigate your pages easily and reliably., This course is also featured in our Full-Stack Web Developer Nanodegree program.",Web Accessibility,https://www.udacity.com/course/web-accessibility--ud891
,,"['Don Norman', 'Kristian Simsarian', 'Chelsey Glasson']",Data Analyst,beginner,"['Design, ', 'Conceptual Models, ', 'UI, ', 'UX']","Everyone designs. Design occurs anytime you deliberately change an environment to make things better. When you decide what seat to take in an auditorium you’re designing your experience. When you rearrange the furniture in a room or draft an email, you’re designing. , This course provides a summary of key concepts from the first two chapters of The Design of Everyday Things  (Revised and Expanded Edition, November 2013) by Don Norman. It’s intended to be enjoyable and informative for anyone curious about design: everyday people, technical people, designers, and non-designers alike.",Intro to the Design of Everyday Things,https://www.udacity.com/course/intro-to-the-design-of-everyday-things--design101
,School of Development,['Michael Wales'],Front-End Web Developer,intermediate,"['Javascript Apps, ', 'Jasmine testing framework, ', 'red-green-refactor workflow']","In this course you'll learn how to write JavaScript applications with confidence, using the red-green-refactor workflow. You'll write comprehensive suites of tests that validate your application is functioning as intended at all times., You'll start by exploring how other industries use a variety of tests and the value it provides. You'll then start writing your very own tests, using the Jasmine testing framework. Finally, you'll start developing your very own address book application using the red-green-refactor workflow and explore a variety of scenarios including testing asynchronous functions.",JavaScript Testing,https://www.udacity.com/course/javascript-testing--ud549
Collaboration WithGoogle,School of Development,['Michael Wales'],Mobile Web Specialist,intermediate,"['Developing offline-first applications, ', 'Understanding Lie-Fi, ', 'Service Worker DevTools, ', 'IndexedDB, ', 'IndexedDB asset caching']","This course is focused squarely on user experience, and seeks to show developers how thinking offline-first is the best way to ensure that applications perform their best in all scenarios, not just ideal ones. You'll learn to recognize the differences between good, poor, intermittent, and missing connectivity for your users , and master  how to make applications that navigate these conditions with ease., Using the skills you master in this course, you'll conclude by building an app that that works both online and offline, and loads in new data when it can. You'll be a master of the cache! Your web apps will interact with the network just like native apps do. This will lead to better user experiences even in traditionally challenging connection scenarios like being stuck in a train tunnel, having to rely on over-crowded conference Wi-Fi, or traveling through a cellular “dead zone!”",Offline Web Applications,https://www.udacity.com/course/offline-web-applications--ud899
,School of Development,['Walter Latimer'],Front-End Web Developer,beginner,"['README, ', 'Markdown, ', 'Making code easier to read']","In this course, you’ll learn what documentation is and why it’s an important part of the development process. You'll learn how to build a well-structured README that you’ll be able to incorporate into your projects moving forward. By the end of this course, you will have written your very own README file using Markdown.",Writing READMEs,https://www.udacity.com/course/writing-readmes--ud777
Collaboration WithAutodesk,School of Development,"['Eric Haines', 'Gundega Dekena']",Machine Learning Engineer,intermediate,"['Animated 3D Demo Program, ', 'Computer Image Generation, ', 'Programming Vertex and Pixel Shaders']","This class will teach you about the basic principles of 3D computer graphics: meshes, transforms, cameras, materials, lighting, and animation.",Interactive 3D Graphics,https://www.udacity.com/course/interactive-3d-graphics--cs291
,School of Development,,,intermediate,,,Web Development,https://www.udacity.com/course/web-development--cs253
Collaboration WithGeorgia Institute of Technology,School of Development,"['Wenke Lee', 'Mustaque Ahamad', 'Catherine Gamboa']",Artificial Intelligence,intermediate,"['Software Security, ', 'Cryptography, ', 'Network Security, ', 'Privacy, ', 'Public Policy']","This course provides a one-semester overview of information security. It is designed to help students with
prior computer and programming knowledge — both undergraduate and graduate — understand this important
priority in society today. The technical content of the course gives a broad overview of essential concepts and
methods for providing and evaluating security in information processing systems (operating systems and
applications, networks, protocols, and so on). , In addition to its technical content, the course touches on the
importance of management and administration, the place information security holds in overall business risk,
social issues such as individual privacy, and the role of public policy.",Intro to Information Security,https://www.udacity.com/course/intro-to-information-security--ud459
Collaboration WithGoogle,School of Development,"['Surma', 'Richard Kalehoff']",Front-End Web Developer,advanced,"['HTTP request and response cycle, ', 'HTTP headers and verbs, ', 'HTTP/1 and HTTP/2 capabilities, ', 'HTTPS, ', 'Client-Server Communication']","We use websites all the time, but how does clicking a link in your browser or typing in a URL in the address bar get you to a website? How does the server know what information you're looking for or how to send you that information once it's figured that out? How can you protect your users from attackers? Dig into this course and you'll be able to answer these questions!, This course will guide you through how a client communicates with a server. You'll learn about HTTP's request and response cycle, dig into HTTP headers and verbs, distinguish HTTP/1 from HTTP/2 capabilities, all while experiencing the importance of security by digging into the details of HTTPS. Throughout the course, you'll learn both security best practices, as well as ways to improve the performance of your web apps. We'll provide you with handcrafted servers where you'll diagnose problematic server setups, issues with SSL certificates, and even have a chance to hack an example bank website to transfer funds.",Client-Server Communication,https://www.udacity.com/course/client-server-communication--ud897
,School of Development,['Michael Wales'],Full Stack Web Developer,advanced,"['Linux, ', 'Linux security, ', 'Apache HTTP Server, ', 'PostgreSQL database server, ', 'Python WSGI application']","In this course you'll learn the basic Linux fundamentals every web developer needs to know to share their web applications with the world! You'll get a basic Python WSGI application up and running within a Vagrant virtual machine that queries data from a PostgreSQL database., You'll start by exploring various Linux distributions and learning the differences between a number of them. You'll then explore how the Linux operating system differs from other operating systems you may be more familiar with. With this base knowledge, you'll then move into Linux security - covering topics such as file permissions, user management, package management and configuring firewalls. Finally, you'll transform a safe and secure baseline server into a web application server by installing and configuring the Apache HTTP Server and PostgreSQL database server.",Configuring Linux Web Servers,https://www.udacity.com/course/configuring-linux-web-servers--ud299
,School of Development,"['Gundega Dekena', 'Lorenzo Brown']",Full Stack Web Developer,intermediate,"['Flask, ', 'OAuth 2.0, ', 'Authentication & Authorization, ', 'Python']","As a Python programmer, leveraging Flask allows you to quickly and easily build your own web applications. But before you share your apps on the Internet you should protect your users' data, ensuring information stored on your site is safe from unwanted manipulation. You could implement web security and permissions on your own, but relying on trusted providers is a faster, safer, and easier way to allow users to login to your application - without having to create and maintain another account, profile, and password. , In this course, you will learn to implement the OAuth 2.0 framework to allow users to securely login to your web applications. You'll be provided a  restaurant menu application created in Flask. By the end of this course, you will write the necessary code to implement Google+ Sign-In and Facebook Login in options so users can create restaurant menus that are viewable by everyone but only modifiable by the original creator.",Authentication & Authorization: OAuth,https://www.udacity.com/course/authentication-authorization-oauth--ud330
Collaboration WithSan Jose State University,School of Development,"['Sean Laraway', 'Ronald Rogers', 'Katie Kormanik']",Flying Cars & Autonomous Flight,beginner,"['Statistical Research Methods, ', 'Data Visualization, ', 'Distributions, ', 'Hypothesis Testing, ', 'Regression']","NOTE: This course has been divided into two courses: Descriptive and Inferential Statistics. If you are new to statistics, we recommend taking these courses instead., We live in a time of unprecedented access to information...data.  Whether researching the best school, job, or relationship, the Internet has thrown open the doors to vast pools of data.  Statistics are simply objective and systematic methods for describing and interpreting information so that you may make the most informed decisions about life.",Statistics,https://www.udacity.com/course/statistics--st095
Collaboration WithGoogle,School of Development,"['Cameron Pittman', 'Paul Lewis']",Front-End Web Developer,advanced,"['Browser Rendering Response, ', 'Animation, ', 'Idle and Load (RAIL), ', 'Optimizing JavaScript, ', 'How to debug an app']","Performance matters to users. Web developers need to build apps that react quickly and render smoothly., Google performance guru Paul Lewis is here to help you destroy jank and create web apps that maintain 60 frames per second performance., You'll leave this course with the tools you need to profile apps and identify the causes of jank. You'll explore the browser's rendering pipeline and uncover patterns that make it easy to build performant apps.",Browser Rendering Optimization,https://www.udacity.com/course/browser-rendering-optimization--ud860
,School of Development,['Westley Weimer'],Full Stack Web Developer,intermediate,"['Introduciton to Programming Languages, ', 'Validate and Process Strings, ', 'HTML and JavaScript, ', 'Build your own web browser']","This class will give you an introduction to the fundamentals of programming languages. Key concepts include how to specify and process valid strings, sentences and program structures. ",Programming Languages,https://www.udacity.com/course/programming-languages--cs262
,School of Development,['Dave Evans'],Machine Learning Engineer,advanced,"['Cryptography, ', 'Ciphers, ', 'Encryption']","Cryptography is present in everyday life, from paying with a credit card to using the telephone. Learn all about making and breaking puzzles in computing.",Applied Cryptography,https://www.udacity.com/course/applied-cryptography--cs387
,School of Business,['Tony Moses'],Business Analyst,intermediate,"['Time Series Forecasting, ', 'ETS Models, ', 'ARIMA Models']","The Time Series Forecasting course provides students with the foundational knowledge to build and apply time series forecasting models in a variety of business contexts. You will learn:, Throughout this course you’ll also learn the techniques to apply your knowledge in a data analytics program called Alteryx., This course is part of the Business Analyst Nanodegree Program.",Time Series Forecasting,https://www.udacity.com/course/time-series-forecasting--ud980
Collaboration WithGoogle,School of Business,"['Shanea King-Roberson', 'Joe Nyzio']",Business Analyst,intermediate,"['Entrepreneurship, ', 'Bootstrapping']","In this course, you’ll learn how to pitch your business and secure the funding you’ll need to launch your new company. We’ll show you how to write clear, compelling, and targeted mission and vision statements, set quarterly and annual goals, and find mentors, co-founders, and contractors to provide help along the way. This will help you establish a strong foundation for your business and confidently pursue viable funding models, including bootstrapping, crowdsourcing, accelerators, incubators, and more. As the culmination of all of your hard work, you'll complete the course by developing your own unique pitch deck that you can use to secure investment, and launch your business.",Get Your Startup Started,https://www.udacity.com/course/get-your-startup-started--ud806
,School of Development,['Karl Krueger'],Full Stack Web Developer,intermediate,"['HTTP, ', 'Python, ', 'Deploying services']","This course is intended for budding full-stack web developers to master the basics of HTTP, the protocol that underlies all web technology., In this course, you'll explore HTTP directly, talking with web servers and browsers by hand. You'll write and deploy low-level web applications in Python. And you'll learn more about how HTTP connects with other web technologies.",HTTP & Web Servers,https://www.udacity.com/course/http-web-servers--ud303
Collaboration WithGeorgia Institute of Technology,School of Development,"['Kishore Ramachandran', 'Charles Brubaker']",Flying Cars & Autonomous Flight,advanced,"['Operating System Kernels, ', 'Virtualization, ', 'Distributed Systems, ', 'Cloud Computing, ', 'Real-Time Operating Systems']","In this course, we will see all the advances that have led to the state-of-the-art operating system that we know today, covering variety of platforms -- cell phones, multi-core, parallel systems, distributed systems, and cloud computing.",Advanced Operating Systems,https://www.udacity.com/course/advanced-operating-systems--ud189
Collaboration WithGeorgia Institute of Technology,School of Development,"['Leo Mark', 'Shabana Figueroa']",Flying Cars & Autonomous Flight,intermediate,"['Database Management Systems, ', 'Relational Algebra, ', 'Sequential Query Language, ', 'Data Indexing, ', 'SQL Injection']",This course presents an example of applying a database application development methodology to a major real-world project.,Database Systems Concepts & Design,https://www.udacity.com/course/database-systems-concepts-design--ud150
Collaboration WithGeorgia Institute of Technology,School of Data Science,['Arpan Chakraborty'],Data Analyst,intermediate,"['R, ', 'Data Analysis, ', 'Data Visualization, ', 'Regression']","Data and visual analytics is an emerging field concerned with analyzing, modeling, and visualizing complex high dimensional data. , This course will introduce students to the field by covering state­-of-­the-art modeling, analysis and visualization techniques. It will emphasize practical challenges involving complex real world data and include several case studies and hands-on work with the R programming language.",Data Analysis and Visualization,https://www.udacity.com/course/data-analysis-and-visualization--ud404
Collaboration WithGoogle,School of Development,"['Colt McAnlis', 'Chris Lei']",Android Developer,advanced,"['Android, ', 'Performance, ', 'Optimization']","If you’ve ever hit performance issues that affect your app’s usability, this course will teach you how to identify and diagnose your performance problems. By the end of this course, you’ll be able to perform exploratory tests, run profiling tools, use outputs to navigate to problematic code, and design a plan of attack to mitigate poor performance. You’ll also gain a higher level of understanding about how program code and the Android platform interact, which will help you optimize for performance in the future.",Android Performance,https://www.udacity.com/course/android-performance--ud825
Collaboration WithGeorgia Institute of Technology,School of Development,"['Charles Brubaker', 'Lance Fortnow', 'Hariharan Venkateswaran']",Flying Cars & Autonomous Flight,advanced,,"This class is offered as CS6505 at Georgia Tech where it is a part of the Online Masters Degree (OMS). Taking this course here will not earn credit towards the OMS degree., In this course, we will ask the big questions, “What is a computer? What are the limits of computation? Are there problems that no computer will ever solve? Are there problems that can’t be solved quickly? What kinds of problems can we solve efficiently and how do we go about developing these algorithms?” Understanding the power and limitations of algorithms helps us develop the tools to make real-world computers smarter, faster and safer.","Computability, Complexity & Algorithms",https://www.udacity.com/course/computability-complexity-algorithms--ud061
,School of Development,"['Sebastian Wernicke', 'Sean Bennett', 'Sarah Norell']",Full Stack Web Developer,intermediate,"['theoretical computer science, ', 'NP-completeness, ', 'Recognizing algorithmic problems, ', 'Solving algorithmic problems']",This class teaches you about basic concepts in theoretical computer science -- such as NP-completeness -- and what they imply for solving tough algorithmic problems.,Intro to Theoretical Computer Science,https://www.udacity.com/course/intro-to-theoretical-computer-science--cs313
Collaboration WithGoogle,School of Development,"['Emily Keller', 'Ajay Hemnani', 'Michael Wales']",Front-End Web Developer,intermediate,"['Google Maps APIs, ', 'Static Maps, ', 'Street View imagery, ', 'monitoring API usage']","This course will introduce you to the content available through the Google Maps APIs. You’ll be walked through building a real-estate listings site step-by-step, using a beautifully styled Google map, data visualization, street view panoramas, and various nifty location related features such as calculating distance between locations, getting directions, and viewing places of interest data.  You’ll also see other examples of Google Maps APIs in action, and understand how to put your new knowledge into practice by creating your own Project in the Google APIs Console.",Google Maps APIs,https://www.udacity.com/course/google-maps-apis--ud864
Collaboration WithGeorgia Institute of Technology,School of Development,"['Rich Vuduc', 'Catherine Gamboa']",Flying Cars & Autonomous Flight,advanced,"['Shared Memory Models, ', 'Parallel Algorithms, ', 'Distributed Memory Models, ', 'Message Passing Interfaces, ', 'Hierarchical Memory Models']","The goal of this course is to give you solid foundations for developing, analyzing, and implementing parallel and locality-efficient algorithms. This course focuses on theoretical underpinnings. To give a practical feeling for how algorithms map to and behave on real systems, we will supplement algorithmic theory with hands-on exercises on modern HPC systems, such as Cilk Plus or OpenMP on shared memory nodes, CUDA for graphics co-processors (GPUs), and MPI and PGAS models for distributed memory systems., This course is a graduate-level introduction to scalable parallel algorithms. “Scale” really refers to two things: efficient as the problem size grows, and efficient as the system size (measured in numbers of cores or compute nodes) grows. To really scale your algorithm in both of these senses, you need to be smart about reducing asymptotic complexity the way you’ve done for sequential algorithms since CS 101; but you also need to think about reducing communication and data movement. This course is about the basic algorithmic techniques you’ll need to do so., The techniques you’ll encounter covers the main algorithm design and analysis ideas for three major classes of machines: for multicore and many core shared memory machines, via the work-span model; for distributed memory machines like clusters and supercomputers, via network models; and for sequential or parallel machines with deep memory hierarchies (e.g., caches). You will see these techniques applied to fundamental problems, like sorting, search on trees and graphs, and linear algebra, among others. The practical aspect of this course is implementing the algorithms and techniques you’ll learn to run on real parallel and distributed systems, so you can check whether what appears to work well in theory also translates into practice. (Programming models you’ll use include Cilk Plus, OpenMP, and MPI, and possibly others.)",High Performance Computing,https://www.udacity.com/course/high-performance-computing--ud281
Collaboration WithGoogle,School of Development,"['Paul Bakaus', 'James Williams']",Mobile Web Specialist,intermediate,"['Installing Sublime Text, ', 'Installing Plugins, ', 'Gulp, ', 'Live Editing, ', 'ESLint']","In this course, you’ll learn how to setup your development, get super productive during daily work and iteration, prevent yourself and your site from disasters and save a lot of time and effort with automatic optimization and automation. Finally, you’ll learn how to do all this while being confident your code runs on a multitude of devices in the real world.",Web Tooling & Automation,https://www.udacity.com/course/web-tooling-automation--ud892
Collaboration WithGoogle,School of Business,"['Lauren Castellano', 'Roni Bonjack']",Data Analyst,intermediate,"['App Marketing, ', 'User Segmentation, ', 'Customer Acquisition']","Without customers, your business does not exist. Marketing helps you understand your potential user and focus your product on their needs. This course will help you organize a strategy of identifying your perfect user, find ways to connect with them and what you’ll say when you find them. This covers research, planning, execution and most importantly how to grow your user base., This course is part of our Tech Entrepreneur Nanodegree Program, click here to learn more.",App Marketing,https://www.udacity.com/course/app-marketing--ud719
Collaboration WithGeorgia Institute of Technology,School of Development,"['Santosh Pande', 'Catherine Gamboa']",Flying Cars & Autonomous Flight,intermediate,"['VLIW Architecture, ', 'Compilers for Embedded Systems, ', 'Differential Register Allocation, ', 'Network Processors, ', 'Multithreaded Processing']","In the 21st century, embedded systems are the systems of future with cellular phones, smart-phones, tablets becoming the dominant platforms for computing and communication. The ubiquity of information and the associated need for the computation that accompanies it is driving this revolution only to be accelerated by the new paradigms such as the Internet-of-Things (IoT). These platforms are clearly very different in terms of their processing requirements which are very unique: real-time needs, high performance but at low energy, compact-code and data segments, and most importantly ever changing software stack. Such unique requirements have led to a complete redesign and reinvention of the both hardware and the software stack from ground up, for example, brand new processors such as ARM, DSPs, network processors were invented all the way up to new virtual machines such as Dalvik, new operating systems such as Android and new programming models and compiler optimizations.",Embedded Systems,https://www.udacity.com/course/embedded-systems--ud169
Collaboration WithGeorgia Institute of Technology,School of Development,"['Milos Prvulovic', 'Catherine Gamboa']",Flying Cars & Autonomous Flight,advanced,"['Processor Pipelining, ', 'Branch Prediction, ', 'Instruction Scheduling, ', 'Memory Ordering, ', 'Multiprocessor Architectures']","This class is offered as CS6290 at Georgia Tech where it is a part of the Online Masters Degree (OMS). Taking this course here will not earn credit towards the OMS degree., The course begins with a lesson on performance measurement, which leads to a discussion on the necessity of performance improvement., Pipelining, the first level of performance refinement, is reviewed. The weaknesses of pipelining will be exposed and explored, and various solutions to these issues will be studied. The student will learn hardware, software, and compiler based solutions to these issues.",High Performance Computer Architecture,https://www.udacity.com/course/high-performance-computer-architecture--ud007
Collaboration WithGeorgia Institute of Technology,School of Development,"['Wenke Lee', 'Catherine Gamboa']",Flying Cars & Autonomous Flight,intermediate,"['Cryptography, ', 'Systems Security, ', 'Distributed Denial of Service Attacks, ', 'Penetration Testing, ', 'Botnet Detection']","The summary for this course comes from the course web site at Georgia Tech. Note that watching this course on Udacity does not count for Georgia Tech credit unless you are enrolled in the Georgia Tech OMSCS program., This course provides an introduction to computer and network security. Students successfully completing this class will be able to evaluate works in academic and commercial security, and will have rudimentary skills in security research. The course begins with a tutorial of the basic elements of cryptography, cryptanalysis, and systems security, and continues by covering a number of seminal papers and monographs in a wide range of security areas., Topics covered include network security, authentication, security protocol design and analysis, security modeling, trusted computing, key management, program safety, intrusion detection, DDOS detection and mitigation, architecture/operating systems security, security policy, group systems, biometrics, web security, and other emerging topics., Most of the course readings will come from seminal papers in the field. Links to these papers will be provided on the course pages. In addition, links to critical reference materials will also be provided.",Network Security,https://www.udacity.com/course/network-security--ud199
,School of Development,['Jessica Uelmen'],Become an iOS Developer,advanced,"['iOS, ', 'Ideation and Research, ', 'UI, ', 'App Store']","Do you have some experience building apps for the iPhone or iPad and want to build an app from the ground up, but don't know where to begin? Look no further! In this course, you'll learn the process of building an iOS app, from brainstorming ideas to publishing on the App Store.",How to Make an iOS App,https://www.udacity.com/course/how-to-make-an-ios-app--ud607
,School of Development,['Gabrielle Miller-Messner'],Become an iOS Developer,beginner,"['Variables and Constants, ', 'Strings, ', 'Control Flow, ', 'Functions']","This course offers a quick practical introduction to Swift basics, including types, variables, constants, and functions. It combines syntax exercises with hands-on iOS development in Xcode. By the end of the course students will build their first iOS app, an app that creates and displays song lyrics customized to user input.",Swift for Developers,https://www.udacity.com/course/swift-for-developers--ud1025
,School of Development,['Andy Brown'],Flying Cars & Autonomous Flight,beginner,"['Kinematics, ', 'Dynamics, ', 'Trigonometry, ', 'Periodic Motion, ', 'Electricity']","Study physics abroad in Europe -- virtually! Learn the basics of physics on location in Italy, the Netherlands and the UK, by answering some of the discipline's major questions from over the last 2000 years. ",Intro to Physics,https://www.udacity.com/course/intro-to-physics--ph100
Collaboration WithGeorgia Institute of Technology,School of Artificial Intelligence,['Thad Starner'],Artificial Intelligence,intermediate,"['Artificial Intelligence, ', 'Probability, ', 'Bayesian Networks, ', 'Logic and Planning, ', 'Machine Learning']","Learn about the fundamentals of Artificial Intelligence in this introductory graduate-level course. It provides a survey of various topics in the field along with in-depth discussion of foundational concepts such as classical search, probability, machine learning, logic and planning.",Artificial Intelligence,https://www.udacity.com/course/artificial-intelligence--ud954
,School of Development,['Richard Kalehoff'],Front-End Web Developer,intermediate,"['Object Oriented Javascript, ', 'Object-oriented programming, ', 'Data and functionality, ', 'Prototypal inheritance']","This course is designed to teach web developers how to utilize the various object-oriented programming features within JavaScript. Object-oriented programming allows developers to build applications with reusable and maintainable blocks of code, which leads to efficiency and simplified software design., With object-oriented JavaScript, you'll be able to build classes to construct objects that encapsulate both data and functionality. You'll also learn how to leverage prototypal inheritance to maintain DRY code, allowing you to pass behaviors down to objects. You'll also learn how to keep data safe and secure by creating private state with closures and immediately-invoked function expressions.",Object-Oriented JavaScript,https://www.udacity.com/course/object-oriented-javascript--ud711
Collaboration WithGeorgia Institute of Technology,School of Artificial Intelligence,"['Charles Isbell', 'Michael Littman', 'Pushkar Kolhe']",Artificial Intelligence,intermediate,"['Randomized Optimization, ', 'Clustering, ', 'Feature Selection, ', 'Feature Transformation, ', 'Information Theory']","This is the second course in the 3-course Machine Learning Series and is offered at Georgia Tech as CS7641. Taking this class here does not earn Georgia Tech credit., Ever wonder how Netflix can predict what movies you'll like? Or how Amazon knows what you want to buy before you do? The answer can be found in Unsupervised Learning!, Closely related to pattern recognition, Unsupervised Learning is about analyzing data and looking for patterns. It is an extremely powerful tool for identifying structure in data. This course focuses on how you can use Unsupervised Learning approaches -- including randomized optimization, clustering, and feature selection and transformation -- to find structure in unlabeled data. , Series Information: Machine Learning is a graduate-level series of 3 courses, covering the area of Artificial Intelligence concerned with computer programs that modify and improve their performance through experiences. , The entire series is taught as an engaging dialogue between two eminent Machine Learning professors and friends: Professor Charles Isbell (Georgia Tech) and Professor Michael Littman (Brown University).",Machine Learning: Unsupervised Learning,https://www.udacity.com/course/machine-learning-unsupervised-learning--ud741
Collaboration WithAlteryx,School of Business,['Maureen Wolfson'],Business Analyst,beginner,"['Data Issues, ', 'Data Formatting, ', 'Data Blending']","The Creating an Analytical Dataset course provides students with foundational knowledge to input, clean, blend, and format data in preparation for analysis. You will learn:
The common sources and types of data
 To identify and correct common issues with data 
To format data in useful ways for analysis
 To blend data from multiple sources together, Throughout this course you’ll also learn the techniques to apply your knowledge in a data analytics program called Alteryx. At the end of the course, you’ll complete a project based on the principles in the course.., This course is part of the Business Analyst Nanodegree.",Creating an Analytical Dataset,https://www.udacity.com/course/creating-an-analytical-dataset--ud977
,School of Development,['Richard Kalehoff'],Front-End Web Developer,intermediate,"['Asynchronous Data Retrieval, ', 'Ajax with XHR, ', 'Ajax with jQuery, ', 'Ajax with Fetch']","This course covers everything a developer needs to know to asynchronously send and receive data in their web applications. You'll dive into how asynchronous requests work by using the XHR object to create and send asynchronous requests for image and news article data. Then, you'll see how you can perform async requests more easily using third-party libraries and APIs like jQuery's Ajax and the Fetch API.",Asynchronous JavaScript Requests,https://www.udacity.com/course/asynchronous-javascript-requests--ud109
